"transactionID","accountID","transactionAmountUSD","transactionAmount","transactionCurrencyCode","transactionDate","transactionTime","localHour","transactionIPaddress","ipState","ipPostcode","ipCountryCode","isProxyIP","browserLanguage","paymentInstrumentType","cardType","paymentBillingPostalCode","paymentBillingState","paymentBillingCountryCode","cvvVerifyResult","digitalItemCount","physicalItemCount","label"
"E3A3D798-8348-4754-98E5-4B9B75E610AF","A365179077986296",5.34,5.34,"USD",20130525,222421,22,89.168,"greater london","se8","gb","false","en-US","PAYPAL","U","NA","NA","GB","N",1,0,"false"
"11577A7F-72B4-4E05-A068-AE6C543A68FD","A844428051459278",443.4262,329,"EUR",20130715,193806,20,91.47,"baden-wuerttemberg","89073","de","false","de-DE","CREDITCARD","MC","73079","NA","DE","M",0,1,"false"
"B2F76083-9B10-4F14-BC5B-94BB02E4DEE6","A914801013405248",119.124,10800,"JPY",20130502,44706,13,110.162,"tokyo","190-0000","jp","true","ja-JP","CREDITCARD","VISA","594-0002","???","JP","M",0,1,"false"
"9451CE83-279B-42D6-BD1E-B33AF5AF8F00","A364078791011754",547.49,547.49,"USD",20130610,192756,11,131.107,"washington","98052","us","true","en-US","CREDITCARD","VISA","98040","WA","US","M",0,1,"false"
"1BCBD1F8-AB13-47C3-B44E-699F7A2124B6","A844427884024964",118.1,118.1,"USD",20130922,31857,22,67.8,"new york","10590","us","false","en-US","CREDITCARD","VISA","10598","NY","US","X",1,0,"false"
"3C86A993-5B70-4E8B-903C-458896D86B54","A844427284434757",173.223251,109.99,"GBP",20130530,163747,16,88.96,"greater london","nw10","gb","false","en-GB","CREDITCARD","VISA","OX13 6QJ","NA","GB","M",2,0,"false"
"9B097CE3-5A52-46E3-A293-D5539D484B5C","A564049528553615",9.99,9.99,"USD",20130830,231046,17,173.2,"iowa","52401","us","false","en-US","CREDITCARD","VISA","NA","NA","NA","M",1,0,"false"
"C22D7CCD-3A04-41E1-A8BF-CC352A61B87A","A564049484369112",141.39,141.39,"USD",20130628,3344,19,24.185,"connecticut","6905","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"95CA9C9C-59D4-4D7E-815F-BB315B9FD7EF","A1055521409554290",5.34,5.34,"USD",20130528,25544,21,96.242,"new jersey","7103","us","false","en-US","CREDITCARD","MC","7083","NJ","US","M",1,0,"false"
"F6A547F4-B11F-4DDB-A546-9A583E2F17B4","A844428087584685",173.223251,109.99,"GBP",20130628,65843,6,86.136,"milton keynes","mk6","gb","false","en-GB","CREDITCARD","MC","EH26 9BT","NA","GB","M",1,0,"false"
"72662C86-406B-4D8B-B357-C96B5DAF2383","A1055521411804480",105.99,105.99,"USD",20130929,192652,14,75.114,"michigan","48206","us","false","en-US","CREDITCARD","VISA","48239","MI","US","M",0,1,"false"
"6590E0BF-6430-4D57-BB54-91980A2348BC","A985156448234600",173.223251,109.99,"GBP",20130902,92012,9,90.206,"greater london","nw11","gb","false","en-GB","CREDITCARD","VISA","SS12 9LJ","NA","GB","M",1,0,"false"
"F8569B53-8070-424A-B0E0-D367724B9F08","A1759220824392870",79.99,79.99,"USD",20130906,182753,10,204.62,"california","91106","us","false","en-US","CREDITCARD","VISA","91732","CA","US","M",1,0,"false"
"75E0B2BC-5DDB-4FA3-AEC5-DF2393CA65E3","A1688853664823930",116.44672,3499,"RUB",20130423,150249,18,46.32,"sankt-peterburg","195269","ru","false","ru-RU","CREDITCARD","VISA","198412","NA","RU","M",1,0,"false"
"403ACFEC-E2F0-4681-8B29-AD27320B5F62","A985156927555721",629.81,629.81,"USD",20130530,160032,9,63.248,"utah","84094","us","false","en-US","CREDITCARD","AMEX","84042","UT","US","M",1,0,"false"
"A480D61B-3C45-4493-B0D2-CBEBF9D48F00","A362840682084684",105.11,105.11,"USD",20130415,210930,14,65.1,"new mexico","87106","us","false","en-US","CREDITCARD","VISA","88310","NM","US","M",1,0,"false"
"24989569-1964-4965-9163-56E86A457B52","A985156931991617",150.84,150.84,"USD",20130413,143836,8,98.199,"texas","77007","us","false","en-US","CREDITCARD","VISA","77534","TX","US","M",1,0,"false"
"ACF90C0B-FA6F-415D-9A61-ADA98C27DFDE","A1055521134587040",4.99,4.99,"USD",20130527,45505,22,99.108,"oklahoma","73102","us","false","en-US","CREDITCARD","VISA","73170","OK","US","M",1,0,"false"
"11C4EF77-6647-4661-B903-DA26FC18D9D8","A1829582633143610",35.015844,25.98,"EUR",20130827,110323,12,90.17,"calvados","14000","fr","false","fr-FR","CREDITCARD","AMEX","92330","NA","FR","M",2,2,"false"
"486267DE-4E21-4A76-8D11-B3A0904F80B5","A1055521425302640",567.08,567.08,"USD",20130627,203655,15,100.1,"new jersey","7103","us","false","en-US","CREDITCARD","AMEX","7070","NJ","US","M",0,2,"false"
"686DAB69-F437-43B4-9668-AC5DB1A3733B","A914800739253345",173.223251,109.99,"GBP",20130507,230430,23,92.235,"edinburgh","eh1","gb","false","en-GB","CREDITCARD","VISA","N1 8PT","NA","GB","M",1,0,"false"
"FAC4D5F7-6E7A-417B-98C4-0072F77C4415","A2111055913410580",413.63,413.63,"USD",20130709,170224,10,67.5,"colorado","80915","us","false","en-US","CREDITCARD","VISA","80301","CO","US","M",1,0,"false"
"13EC414C-215A-4E3C-B5B6-15CD89A02FC8","A985156985041639",199.75424,1099,"NOK",20130408,134026,14,83.108,"oslo","1006","no","true","nn-NO","CREDITCARD","VISA","6480","NA","NO","M",1,0,"false"
"2861B0C4-16DA-487C-A983-C6E22646A7D0","A300472896384394",152.03,152.03,"USD",20130527,163551,8,24.17,"washington","98161","us","false","en-US","CREDITCARD","MC","98070","WA","US","M",1,0,"false"
"01EB31AD-E943-42B1-A79D-1AFBB0252F0D","A1688852952579550",37.89,37.89,"USD",20130829,41158,22,173.175,"texas","76701","us","false","en-US","CREDITCARD","VISA","76657","TX","US","M",0,1,"false"
"22CF34CB-EEE6-4A88-8663-A37825B2B73B","A1055520968552560",529.99,529.99,"USD",20130814,121340,7,75.74,"florida","33023","us","false","en-US","CREDITCARD","VISA","33023","FL","US","M",0,1,"false"
"35FC8BEA-5C57-413D-9D53-E713F0075E19","A914800383290567",546.24,546.24,"USD",20130904,163912,8,199.3,"california","94402","us","false","en-US","CREDITCARD","VISA","94303","CA","US","M",0,1,"false"
"073E6780-9235-48CB-BB98-C8A55271FDB2","A306042138263003",5.47,5.47,"USD",20130525,61711,23,71.37,"arizona","85013","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"920E727E-D1AA-4F33-AB96-8CC525A679C6","A1055521400008960",139.99,139.99,"USD",20130531,2418,19,99.98,"georgia","30084","us","false","en-US","CREDITCARD","VISA","30345","GA","US","M",1,0,"false"
"E828A1E3-C8DA-4924-9939-56A72F8BBE28","A985157004667968",148.39,148.39,"USD",20130624,12115,20,71.58,"pennsylvania","16801","us","false","en-US","CREDITCARD","MC","16841","PA","US","M",1,0,"false"
"03243280-2DCA-4D80-9025-2DC97AA84B5A","A296624604823092",537.7722,399,"EUR",20130410,115535,15,109.122,"none","97420","re","false","fr-FR","CREDITCARD","MC","97490","NA","FR","M",1,0,"false"
"894B7879-7B23-44D5-B6DD-8B965BCAE507","A844427629559021",124.67,124.67,"USD",20130725,34452,20,50.134,"colorado","80487","us","false","en-US","CREDITCARD","AMEX","80477","CO","US","M",1,0,"false"
"0035D94F-E6E7-42EE-9396-512DCCD441FB","A1688853329774090",109.99,109.99,"USD",20130625,205400,12,64.185,"washington","99362","us","false","en-US","CREDITCARD","AMEX","97862","OR","US","M",1,0,"false"
"C75D71D9-60E3-4187-9D91-869650504CE1","A1055521329656700",139.99,139.99,"USD",20130809,35200,19,99.6,"california","94403","us","false","en-US","CREDITCARD","VISA","94402","CA","US","M",1,0,"false"
"B338A22C-F92C-4460-BF0D-71D0097BD98E","A1759220780826260",127.05024,699,"NOK",20130905,62317,7,193.156,"oslo","1006","no","false","nn-NO","CREDITCARD","VISA","566","NA","NO","M",1,0,"false"
"23F56AD3-B61F-467C-B006-32D21CA85847","A1688852404739530",199.75424,1099,"NOK",20130401,142138,15,80.213,"oslo","1006","no","false","nn-NO","CREDITCARD","VISA","1900","NA","NO","M",1,0,"false"
"CA65D46C-D63E-46A3-B6E8-D608CD16E506","A844428050248561",21.55,21.55,"USD",20130506,181341,13,67.242,"new york","14614","us","false","en-US","CREDITCARD","MC","14534","NY","US","M",1,0,"false"
"144C8D76-6377-473D-A31F-7BECCE5ED4D5","A844427150170077",529.99,529.99,"USD",20130710,231005,18,66.33,"pennsylvania","18411","us","false","en-US","CREDITCARD","MC","18840","PA","US","M",0,1,"false"
"387B27A1-6052-4DEA-A2B3-BF3D9899525C","A844428063363674",116.59,116.59,"USD",20130526,151820,10,50.33,"michigan","49440","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"22A35632-F938-4DB2-BC49-2F3FAFA213ED","A1055521275030070",240.89,240.89,"USD",20130416,204918,12,50.2,"washington","98161","us","false","en-US","CREDITCARD","AMEX","98057","WA","US","M",1,0,"false"
"4B265904-5A40-4DA2-8A38-3AB0D30918BD","A985156600225248",161.722522,119.99,"EUR",20130420,105320,10,87.196,"lisboa","2795-570","pt","false","pt-PT","CREDITCARD","VISA","4785-370","Porto","PT","M",1,0,"false"
"5B51002D-5CDB-44EF-B285-6D3A4A148890","A1055521396189430",139.99,139.99,"USD",20130508,1818,16,98.148,"california","91411","us","false","en-US","CREDITCARD","MC","91764","CA","US","M",1,0,"false"
"0143D3C2-987A-44C9-B42B-70A73E515A8A","A985156119770899",5.34,5.34,"USD",20130527,52228,0,69.119,"new jersey","8872","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"21F1A6E2-CC9F-46F6-B948-9ACF3503F023","A564049476229499",532.49,532.49,"USD",20130819,220913,15,67.176,"colorado","80501","us","false","en-US","PAYPAL","U","NA","NA","US","N",0,1,"false"
"042CC499-19D6-4725-B195-758D62661A90","A1899945671195950",1842.585753,1169.97,"GBP",20130403,105347,-99,109.99,"bucuresti","70000","ro","false","en-GB","CREDITCARD","MC","LN5 7NN","NA","GB","M",3,0,"false"
"DB3220BB-D090-4A02-9379-52265C1E4360","A985156705045811",299.99,299.99,"USD",20130503,160539,8,64.3,"california","95678","us","false","en-US","CREDITCARD","VISA","95757","CA","US","M",1,0,"false"
"84D53650-4BE7-43D4-B34A-1E010DED9CD5","A1688852599142470",146.99,146.99,"USD",20130512,183119,12,50.105,"wisconsin","53590","us","false","en-US","CREDITCARD","MC","54110","WI","US","M",1,0,"false"
"B94A9337-C78D-48C1-97A8-2455621D9CBB","A914801139357948",139.99,139.99,"USD",20130924,142211,9,74.17,"florida","32603","us","false","en-US","CREDITCARD","AMEX","32608","FL","US","M",1,0,"false"
"EDE2E0DA-A37B-4192-86B9-3D761C3BAE76","A985156951493675",42.39,42.39,"USD",20130606,171401,9,12.153,"california","91502","us","false","en-US","CREDITCARD","AMEX","40208","KY","US","M",0,1,"false"
"17BCF913-98BE-4FF7-A425-D9A1A3A69624","A1759220877598700",173.223251,109.99,"GBP",20130520,113532,11,82.16,"birmingham","b1","gb","false","en-GB","CREDITCARD","VISA","GU2 7YD","NA","GB","M",1,0,"false"
"151C56F8-F102-407B-B3C2-B01321A491BB","A388267340830557",99.99,99.99,"USD",20130912,223950,17,173.66,"district of columbia","20026","us","false","en-US","CREDITCARD","VISA","NA","NA","NA","M",1,0,"false"
"EBC8EAF2-A7ED-4F15-8D40-5A349A61A302","A844427493813237",139.99,139.99,"USD",20130813,150410,10,72.188,"florida","32812","us","false","en-US","CREDITCARD","VISA","32796","FL","US","M",1,0,"false"
"3D06B2BA-A33D-49D9-A347-D32E769D640E","A844428055852594",145.59,145.59,"USD",20130515,135337,7,204.9,"louisiana","70503","us","false","en-US","CREDITCARD","VISA","70563","LA","US","M",1,0,"false"
"9DDAC04B-B8E5-4984-8C3E-F80968B2D852","A914801029974750",5.29,5.29,"USD",20130524,161537,10,184.43,"kentucky","42104","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"62F79253-2A60-43F1-A70E-8408924BA2DE","A844427895521525",375.18,375.18,"USD",20130926,140556,9,64.132,"new york","14606","us","false","en-US","CREDITCARD","AMEX","14564","NY","US","M",0,1,"false"
"2CF40B91-5290-4608-B4FB-7C6C949CBCBC","A985156531143710",219.99,219.99,"USD",20130602,210338,16,71.205,"michigan","48009","us","false","en-US","CREDITCARD","AMEX","63105","MO","US","M",1,0,"false"
"6FCE7906-E826-4432-8417-3F406E9E266B","A1759221026519930",5.43,5.43,"USD",20130526,172052,12,99.239,"ontario","l3v 1a1","ca","false","en-US","PAYPAL","U","NA","NA","CA","N",1,0,"false"
"A3D5FE66-C622-4667-B903-C07CEC5EE54B","A844427801628120",139.98,139.98,"USD",20130714,235443,17,24.236,"alabama","35805","us","false","en-US","CREDITCARD","MC","29414","SC","US","M",2,0,"false"
"835664C7-F4BC-40B0-8579-26A27C710CAD","A1055520951676990",119.67,119.67,"USD",20130917,190040,14,208.13,"massachusetts","2090","us","false","en-US","CREDITCARD","MC","19120","PA","US","M",0,7,"false"
"81C45606-C93F-4735-BF79-74C47488F07A","A985157050941102",86.39,86.39,"USD",20130709,172848,11,201.247,"san salvador","1702","sv","false","en-US","CREDITCARD","MC","13148","NY","US","M",1,0,"false"
"37CA4F22-7657-411A-BA09-6FCCF4248291","A914800906441393",181.953,135,"EUR",20130529,120704,12,86.47,"westmeath","0","ie","false","en-IE","CREDITCARD","MC","NA","NA","IE","M",1,0,"false"
"2747168C-8A33-4CB9-9B70-3A4FDBAF2DE5","A564049524280740",541.24,541.24,"USD",20130811,172334,11,76.182,"texas","75052","us","false","en-US","CREDITCARD","MC","75050","TX","US","M",0,1,"false"
"FA3C92F0-E518-4466-BFA2-AFE1D53528F0","A914800502566762",119.06,119.06,"USD",20130502,164440,10,71.17,"texas","75219","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"5E741D71-B73A-4235-B531-968740485E74","A985156981064224",148.39,148.39,"USD",20130908,135347,8,68.84,"michigan","48842","us","false","en-US","CREDITCARD","MC","48837","MI","US","M",1,0,"false"
"B1751DEE-BCDD-4351-88FD-B8ABFC47F26B","A389439751961813",160.393679,197.99,"SGD",20130924,72624,15,155.69,"none","0","sg","false","en-SG","CREDITCARD","VISA","470774","NA","SG","M",2,0,"false"
"68915003-CC16-4E45-9216-0532C310763B","A844428097934402",106.24,106.24,"USD",20130708,134128,8,98.216,"massachusetts","2148","us","false","en-US","CREDITCARD","VISA","2152","MA","US","M",1,0,"false"
"F979FBEF-62C9-4687-B456-65949F736DEE","A1055521386518600",84.39,84.39,"USD",20130825,171333,11,71.89,"wisconsin","54703","us","false","en-US","CREDITCARD","VISA","54703","WI","US","M",1,0,"false"
"0C5E366F-A287-48E4-A58B-32AD3CFEA98D","A403662902847977",117.54,117.54,"USD",20130912,85017,2,173.23,"minnesota","56082","us","false","en-US","CREDITCARD","VISA","56081","MN","US","M",0,1,"false"
"748B0691-66DD-43F9-82E9-4D72834497D6","A1055521411416490",151.54,151.54,"USD",20130531,35447,21,108.195,"texas","77007","us","false","en-US","CREDITCARD","VISA","77566","TX","US","M",1,0,"false"
"F4BF0E7A-6032-413B-9746-7594C38933D1","A844427846317868",1163.75,1163.75,"USD",20130627,133200,-99,216.15,"new york","14534","us","false","en-US","CREDITCARD","AMEX","35244","AL","US","M",0,2,"false"
"AD0CD994-081A-4C4B-958A-114E1574F1FA","A1759221229959460",899.94,899.94,"USD",20130730,223718,15,216.201,"idaho","83404","us","false","en-US","CREDITCARD","VISA","83440","ID","US","M",0,1,"false"
"F1F0DFF3-CFA3-4339-B08B-6FF85F23270F","A844427932771812",139.99,139.99,"USD",20130825,11800,18,75.107,"colorado","80112","us","false","en-US","CREDITCARD","VISA","95215","CA","US","M",1,0,"false"
"F38C0EA6-6163-453C-BA4D-1219FE909FB4","A985156546788165",432.99,432.99,"USD",20130611,163831,10,96.226,"texas","75219","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"B82F0EAF-4250-4EDD-9525-377584740232","A985155979363292",41.34,41.34,"USD",20130406,174712,9,76.178,"idaho","83814","us","false","en-US","CREDITCARD","VISA","83815","ID","US","M",0,1,"false"
"A826ADDB-1B31-468E-8F1F-99B900F3D60A","A844427812254860",541.24,541.24,"USD",20130616,35259,21,70.251,"texas","75081","us","false","en-US","CREDITCARD","VISA","75229","TX","US","M",0,1,"false"
"68E4BFA9-E600-4DCC-9B48-04712B84636D","A844427589267017",86.59,86.59,"USD",20130708,154217,9,108.204,"texas","75081","us","false","en-US","CREDITCARD","VISA","75702","TX","US","M",1,0,"false"
"15E3FC46-BCB0-4B93-AFAF-ED6CF07DD4F3","A1055521455700470",213.49,213.49,"USD",20130724,70736,2,174.33,"maryland","20876","us","false","en-US","CREDITCARD","DISCOVER","27021","NC","US","M",1,1,"false"
"128F39E7-5EAA-4BBA-B3BB-7B230F658548","A914800996698175",42.39,42.39,"USD",20130518,221434,17,155.193,"pennsylvania","15230","us","false","en-US","CREDITCARD","MC","52761","IA","US","M",0,1,"false"
"251E027B-275F-4308-B958-8E42DA402AD9","A1055521409293440",124.433956,124.95,"CAD",20130603,171827,12,209.222,"ontario","m3h 6a7","ca","false","en-CA","CREDITCARD","MC","T7X 3V4","AB","CA","M",1,0,"false"
"083A0F4E-B79C-4598-B0A1-8D0F27CBEC5E","A914800964796528",85.59,85.59,"USD",20130826,204615,15,96.1,"north carolina","28305","us","false","en-US","CREDITCARD","VISA","28303","NC","US","M",1,0,"false"
"D1412D09-5593-4562-8DD5-D54BBB6C3D0E","A914800337532401",151.33,151.33,"USD",20130627,220738,15,72.211,"arizona","85701","us","false","en-US","CREDITCARD","VISA","85730","AZ","US","M",1,0,"false"
"926C08DB-8FE2-45AB-BC8A-B2D25FD4ECF0","A985156169166574",105.44,105.44,"USD",20130404,120517,-99,66.77,"ohio","44663","us","false","en-US","CREDITCARD","MC","44663","OH","US","M",1,6,"false"
"7AAF5896-2FC6-4A8B-B80B-4350EE74BCC9","A844427105594445",5.46,5.46,"USD",20130522,25622,18,24.86,"british columbia","v6v 1a1","ca","false","en-US","PAYPAL","U","NA","NA","CA","N",1,0,"false"
"0B5825E4-6FD4-4561-99F5-6B0628E6AC5A","A914801074205899",152.59,152.59,"USD",20130717,201124,14,68.157,"louisiana","70116","us","false","en-US","CREDITCARD","VISA","70114","LA","US","M",1,0,"false"
"9A9B0C62-72B8-438E-A7F8-B70119061B66","A844427944176035",232.09,232.09,"USD",20130501,131612,7,71.87,"wisconsin","54481","us","false","en-US","CREDITCARD","VISA","54481","WI","US","M",1,0,"false"
"26C95DD5-BF8B-44ED-B4BD-A29BABA1E9B1","A1055521479263790",539.99,539.99,"USD",20130814,107,18,64.189,"texas","76019","us","false","en-US","CREDITCARD","VISA","76013","TX","US","M",0,1,"false"
"6F2054C1-AFE4-48E1-B28D-75B26AC03FBD","A914801009387388",187.8833,1199,"SEK",20130427,165821,17,46.194,"stockholms lan","11858","se","true","sv-SE","CREDITCARD","VISA","43952","NA","SE","M",1,0,"false"
"29E8ACD1-0A0C-4309-A783-82E2ADA166C1","A1899945390095120",4.99,4.99,"USD",20130527,105211,10,31.52,"birmingham","b1","gb","false","en-US","PAYPAL","U","NA","NA","GB","N",1,0,"false"
"20B6E4F9-5D4F-4BFF-B2E2-34A648F572BB","A914801123615054",149.79,149.79,"USD",20130905,191337,14,199.8,"indiana","46012","us","false","en-US","CREDITCARD","VISA","47933","IN","US","M",1,0,"false"
"BC8E3E85-A376-41F4-91A2-182CAF1694A2","A1055521479445750",99.99,99.99,"USD",20130815,31229,22,216.15,"new york","14534","us","false","en-US","CREDITCARD","VISA","90029","CA","US","M",1,0,"false"
"A9A96C79-E050-4762-B27F-743B50E9BBD8","A985157036140455",94.478251,59.99,"GBP",20130625,192431,19,90.21,"greater london","e8","gb","false","en-GB","CREDITCARD","MC","OX15 0QN","NA","GB","M",1,0,"false"
"F7BE585A-F7C8-461A-8A4D-D4718C057205","A844427888509508",139.99,139.99,"USD",20130614,172834,9,75.4,"california","92604","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"DB71EC2F-7ADF-427A-BF69-45583749FC0E","A844427729605007",219.99,219.99,"USD",20130430,141243,9,70.6,"south carolina","29204","us","false","en-US","CREDITCARD","VISA","29550","SC","US","M",1,0,"false"
"1D3A4EB9-F557-4CF7-A49B-F1177F16F662","A1759220967326230",4.99,4.99,"USD",20130526,4335,1,93.228,"bayern","80331","de","false","en-US","PAYPAL","U","NA","NA","DE","N",1,0,"false"
"F146FF25-DCC6-4ACE-907C-8FF99A72C08A","A985157024885368",239.79,239.79,"USD",20130610,203459,14,70.183,"louisiana","70116","us","false","en-US","CREDITCARD","VISA","70119","LA","US","M",1,0,"false"
"0BC80FFD-82AD-424E-B48A-E12C739B67F5","A844428010691158",52.99,52.99,"USD",20130508,195106,14,98.209,"michigan","48433","us","false","en-US","CREDITCARD","MC","48507","MI","US","M",1,0,"false"
"A7D70FD9-7181-4276-B816-52AFA8317CEA","A1055521475545550",139.99,139.99,"USD",20130818,125012,7,192.149,"vermont","5663","us","false","en-US","CREDITCARD","VISA","3036","NH","US","M",1,0,"false"
"671551AB-598E-4673-8EEE-944E9FBD65C4","A1688853049574540",103.48965,99,"AUD",20130813,103620,18,139.23,"western australia","6000","au","false","en-AU","PAYPAL","U","NA","NA","AU","N",1,0,"false"
"4F6B389B-C533-4241-8730-3EC220F3A371","A844427831168201",109.24,109.24,"USD",20130711,45007,23,76.114,"tennessee","37921","us","false","en-US","CREDITCARD","AMEX","37912","TN","US","M",1,0,"false"
"B598E6A4-6D9B-4B12-9E69-53A005429FD0","A914800261052043",579.527044,429.98,"EUR",20130627,124439,-99,217.124,"madrid","28001","es","false","ro-RO","CREDITCARD","MC","555300","Sibiu","RO","M",0,3,"false"
"00DF933D-2DD1-42A2-8DBE-C980AC12C472","A844428157887576",106.4762,79,"EUR",20130929,124317,13,188.98,"hessen","60311","de","false","de-DE","CREDITCARD","VISA","70599","NA","DE","M",1,0,"false"
"58A1BC09-398A-479F-8095-0F8B0FFA06AD","A914800669363177",1465.14,1465.14,"USD",20130528,182921,13,76.189,"ohio","44035","us","false","en-US","CREDITCARD","MC","44001-2065","OH","US","M",1,5,"false"
"FD88FB63-2496-485E-BE23-879370B477AE","A844427374593915",955.29,955.29,"USD",20130926,60838,0,216.171,"illinois","61801","us","false","en-US","CREDITCARD","VISA","61801","IL","US","M",0,1,"false"
"6EC1A933-5B91-40EE-99FB-2C3B76B13F60","A1688853452555450",230.36,230.36,"USD",20130530,194448,9,74.87,"hawaii","96740","us","false","en-US","CREDITCARD","MC","96789","HI","US","M",1,0,"false"
"1B209E76-9390-4B72-A7DF-EBCA092E95FB","A914800819837846",148.39,148.39,"USD",20130926,232548,18,76.11,"kentucky","40906","us","false","en-US","CREDITCARD","VISA","42431","KY","US","M",1,0,"false"
